rank,test
1,com.fasterxml.jackson.databind.type.PolymorphicList036Test#testPolymorphicWithOverride
2,com.fasterxml.jackson.databind.deser.jdk.CollectionDeserTest#testIterableWithStrings
3,com.fasterxml.jackson.databind.deser.filter.NullConversionsForContentTest#testFailOnNullWithCollections
4,com.fasterxml.jackson.databind.deser.creators.DelegatingArrayCreator2324Test#testDeserializeBagOfStrings
5,com.fasterxml.jackson.databind.jsontype.deftyping.TestDefaultForLists#testJackson667
6,com.fasterxml.jackson.databind.jsontype.TestPolymorphicWithDefaultImpl#testDeserializationWithArrayOfSize2
7,com.fasterxml.jackson.databind.deser.jdk.CollectionDeserTest#testExactStringCollection
8,com.fasterxml.jackson.databind.format.CollectionFormatShapeTest#testListAsObjectRoundtrip
9,com.fasterxml.jackson.databind.deser.jdk.CollectionDeserTest#testImplicitArrays
10,com.fasterxml.jackson.databind.RoundtripTest#testMedaItemRoundtrip
11,com.fasterxml.jackson.databind.module.TestCustomEnumKeyDeserializer#testWithEnumKeys
12,com.fasterxml.jackson.databind.deser.creators.TestCreators3#testCreator541
13,com.fasterxml.jackson.databind.introspect.TestNamingStrategyCustom#testLowerCase
14,com.fasterxml.jackson.databind.deser.TestSetterlessProperties#testSimpleSetterlessCollectionOk
15,com.fasterxml.jackson.databind.struct.FormatFeatureAcceptSingleTest#testSingleStringListRead
16,com.fasterxml.jackson.databind.deser.merge.CollectionMergeTest#testGenericListMerging
17,com.fasterxml.jackson.databind.ObjectReaderTest#testPointerWithArrays
18,com.fasterxml.jackson.databind.jsontype.TestAbstractContainers#testAbstractLists
19,com.fasterxml.jackson.databind.deser.filter.NullConversionsForContentTest#testNullsAsEmptyWithCollections
20,com.fasterxml.jackson.databind.type.TestTypeFactory#testSneakyBeanProperties
21,com.fasterxml.jackson.databind.deser.filter.NullConversionsForContentTest#testNullsSkipWithCollections
22,com.fasterxml.jackson.databind.deser.TestValueAnnotations#testOverrideClassValid
23,com.fasterxml.jackson.databind.jsontype.TestPolymorphicWithDefaultImpl#testDeserializationWithObject
24,com.fasterxml.jackson.databind.deser.filter.NullConversionsGenericTest#testNullsToEmptyCollection
25,com.fasterxml.jackson.databind.deser.jdk.CollectionDeserTest#testAbstractListAndSet
26,com.fasterxml.jackson.databind.deser.TestOverloaded#testSpecialization
27,com.fasterxml.jackson.databind.deser.merge.CollectionMergeTest#testCollectionMerging
28,com.fasterxml.jackson.databind.jsontype.TestPolymorphicWithDefaultImpl#testDeserializationWithString
29,com.fasterxml.jackson.databind.deser.NullHandlingTest#testListOfNulls
30,com.fasterxml.jackson.databind.deser.merge.CollectionMergeTest#testListMerging
31,com.fasterxml.jackson.databind.type.TypeAliasesTest#testAliasResolutionIssue743
32,com.fasterxml.jackson.databind.node.TestTreeTraversingParser#testDataBind
33,com.fasterxml.jackson.databind.introspect.TestJacksonAnnotationIntrospector#testSerializeDeserializeWithJaxbAnnotations
34,com.fasterxml.jackson.databind.jsontype.TestPolymorphicWithDefaultImpl#testDeserializationWithArray
35,com.fasterxml.jackson.databind.struct.SingleValueAsArrayTest#testWithSingleString
36,com.fasterxml.jackson.databind.deser.filter.NullConversionsForContentTest#testFailOnNullFromDefaults
