rank,test
1,com.fasterxml.jackson.databind.deser.creators.TestCreators3#testCreator541
2,com.fasterxml.jackson.databind.deser.jdk.CollectionDeserTest#testAbstractListAndSet
3,com.fasterxml.jackson.databind.deser.merge.CollectionMergeTest#testCollectionMerging
4,com.fasterxml.jackson.databind.struct.SingleValueAsArrayTest#testWithSingleString
5,com.fasterxml.jackson.databind.deser.jdk.CollectionDeserTest#testExactStringCollection
6,com.fasterxml.jackson.databind.node.TestTreeTraversingParser#testDataBind
7,com.fasterxml.jackson.databind.deser.creators.DelegatingArrayCreator2324Test#testDeserializeBagOfStrings
8,com.fasterxml.jackson.databind.deser.filter.NullConversionsForContentTest#testFailOnNullFromDefaults
9,com.fasterxml.jackson.databind.introspect.TestJacksonAnnotationIntrospector#testSerializeDeserializeWithJaxbAnnotations
10,com.fasterxml.jackson.databind.type.PolymorphicList036Test#testPolymorphicWithOverride
11,com.fasterxml.jackson.databind.module.TestCustomEnumKeyDeserializer#testWithEnumKeys
12,com.fasterxml.jackson.databind.type.TypeAliasesTest#testAliasResolutionIssue743
13,com.fasterxml.jackson.databind.format.CollectionFormatShapeTest#testListAsObjectRoundtrip
14,com.fasterxml.jackson.databind.deser.jdk.CollectionDeserTest#testImplicitArrays
15,com.fasterxml.jackson.databind.deser.TestOverloaded#testSpecialization
16,com.fasterxml.jackson.databind.deser.TestSetterlessProperties#testSimpleSetterlessCollectionOk
17,com.fasterxml.jackson.databind.deser.TestValueAnnotations#testOverrideClassValid
18,com.fasterxml.jackson.databind.jsontype.TestPolymorphicWithDefaultImpl#testDeserializationWithObject
19,com.fasterxml.jackson.databind.RoundtripTest#testMedaItemRoundtrip
20,com.fasterxml.jackson.databind.jsontype.TestPolymorphicWithDefaultImpl#testDeserializationWithString
21,com.fasterxml.jackson.databind.type.TestTypeFactory#testSneakyBeanProperties
22,com.fasterxml.jackson.databind.deser.merge.CollectionMergeTest#testGenericListMerging
23,com.fasterxml.jackson.databind.deser.merge.CollectionMergeTest#testListMerging
24,com.fasterxml.jackson.databind.deser.filter.NullConversionsForContentTest#testNullsSkipWithCollections
25,com.fasterxml.jackson.databind.jsontype.TestPolymorphicWithDefaultImpl#testDeserializationWithArray
26,com.fasterxml.jackson.databind.jsontype.deftyping.TestDefaultForLists#testJackson667
27,com.fasterxml.jackson.databind.ObjectReaderTest#testPointerWithArrays
28,com.fasterxml.jackson.databind.deser.filter.NullConversionsForContentTest#testFailOnNullWithCollections
29,com.fasterxml.jackson.databind.introspect.TestNamingStrategyCustom#testLowerCase
30,com.fasterxml.jackson.databind.deser.filter.NullConversionsForContentTest#testNullsAsEmptyWithCollections
31,com.fasterxml.jackson.databind.deser.NullHandlingTest#testListOfNulls
32,com.fasterxml.jackson.databind.jsontype.TestPolymorphicWithDefaultImpl#testDeserializationWithArrayOfSize2
33,com.fasterxml.jackson.databind.struct.FormatFeatureAcceptSingleTest#testSingleStringListRead
34,com.fasterxml.jackson.databind.deser.jdk.CollectionDeserTest#testIterableWithStrings
35,com.fasterxml.jackson.databind.jsontype.TestAbstractContainers#testAbstractLists
36,com.fasterxml.jackson.databind.deser.filter.NullConversionsGenericTest#testNullsToEmptyCollection
