name;suspiciousness_value
org.apache.commons.codec.net$RFC1522Codec#RFC1522Codec():42;0.0
org.apache.commons.codec.net$RFC1522Codec#encodeText(java.lang.String,java.nio.charset.Charset):69;0.0
org.apache.commons.codec.net$RFC1522Codec#encodeText(java.lang.String,java.lang.String):104;0.0
org.apache.commons.codec.net$RFC1522Codec#decodeText(java.lang.String):126;0.0
org.apache.commons.codec$DecoderException#DecoderException():42;0.0
org.apache.commons.codec$DecoderException#DecoderException(java.lang.String):53;0.0
org.apache.commons.codec$DecoderException#DecoderException(java.lang.String,java.lang.Throwable):70;0.0
org.apache.commons.codec$DecoderException#DecoderException(java.lang.Throwable):84;0.0
org.apache.commons.codec.net$BCodec#BCodec():56;0.0
org.apache.commons.codec.net$BCodec#BCodec(java.nio.charset.Charset):68;0.0
org.apache.commons.codec.net$BCodec#BCodec(java.lang.String):83;0.0
org.apache.commons.codec.net$BCodec#getEncoding():88;0.0
org.apache.commons.codec.net$BCodec#doEncoding(byte[]):93;0.0
org.apache.commons.codec.net$BCodec#doDecoding(byte[]):101;0.0
org.apache.commons.codec.net$BCodec#encode(java.lang.String,java.nio.charset.Charset):120;0.0
org.apache.commons.codec.net$BCodec#encode(java.lang.String,java.lang.String):138;0.0
org.apache.commons.codec.net$BCodec#encode(java.lang.String):159;0.0
org.apache.commons.codec.net$BCodec#decode(java.lang.String):177;0.0
org.apache.commons.codec.net$BCodec#encode(java.lang.Object):198;0.0
org.apache.commons.codec.net$BCodec#decode(java.lang.Object):222;0.0
org.apache.commons.codec.net$BCodec#getCharset():240;0.0
org.apache.commons.codec.net$BCodec#getDefaultCharset():249;0.0
org.apache.commons.codec.binary$BaseNCodec#BaseNCodec(int,int,int,int):192;0.0
org.apache.commons.codec.binary$BaseNCodec#BaseNCodec(int,int,int,int,byte):205;0.0
org.apache.commons.codec.binary$BaseNCodec#hasData(org.apache.commons.codec.binary.BaseNCodec$Context):222;0.0
org.apache.commons.codec.binary$BaseNCodec#available(org.apache.commons.codec.binary.BaseNCodec$Context):232;0.0
org.apache.commons.codec.binary$BaseNCodec#getDefaultBufferSize():241;0.0
org.apache.commons.codec.binary$BaseNCodec#resizeBuffer(org.apache.commons.codec.binary.BaseNCodec$Context):249;0.0
org.apache.commons.codec.binary$BaseNCodec#ensureBufferSize(int,org.apache.commons.codec.binary.BaseNCodec$Context):269;0.0
org.apache.commons.codec.binary$BaseNCodec#readResults(byte[],int,int,org.apache.commons.codec.binary.BaseNCodec$Context):292;0.0
org.apache.commons.codec.binary$BaseNCodec#isWhiteSpace(byte):312;0.0
org.apache.commons.codec.binary$BaseNCodec#encode(java.lang.Object):335;0.0
org.apache.commons.codec.binary$BaseNCodec#encodeToString(byte[]):350;0.0
org.apache.commons.codec.binary$BaseNCodec#encodeAsString(byte[]):361;0.0
org.apache.commons.codec.binary$BaseNCodec#decode(java.lang.Object):377;0.0
org.apache.commons.codec.binary$BaseNCodec#decode(java.lang.String):394;0.0
org.apache.commons.codec.binary$BaseNCodec#decode(byte[]):406;0.0
org.apache.commons.codec.binary$BaseNCodec#encode(byte[]):426;0.0
org.apache.commons.codec.binary$BaseNCodec#encode(byte[],int,int):446;0.0
org.apache.commons.codec.binary$BaseNCodec#isInAlphabet(byte[],boolean):484;0.0
org.apache.commons.codec.binary$BaseNCodec#isInAlphabet(java.lang.String):503;0.0
org.apache.commons.codec.binary$BaseNCodec#containsAlphabetOrPad(byte[]):516;0.0
org.apache.commons.codec.binary$BaseNCodec#getEncodedLength(byte[]):538;0.0
org.apache.commons.codec.binary$Base64#Base64():175;0.0
org.apache.commons.codec.binary$Base64#Base64(boolean):194;0.0
org.apache.commons.codec.binary$Base64#Base64(int):217;0.0
org.apache.commons.codec.binary$Base64#Base64(int,byte[]):244;0.0
org.apache.commons.codec.binary$Base64#Base64(int,byte[],boolean):275;0.0
org.apache.commons.codec.binary$Base64#isUrlSafe():308;0.0
org.apache.commons.codec.binary$Base64#encode(byte[],int,int,org.apache.commons.codec.binary.BaseNCodec$Context):334;0.0
org.apache.commons.codec.binary$Base64#decode(byte[],int,int,org.apache.commons.codec.binary.BaseNCodec$Context):431;0.0
org.apache.commons.codec.binary$Base64#isArrayByteBase64(byte[]):499;0.0
org.apache.commons.codec.binary$Base64#isBase64(byte):511;0.0
org.apache.commons.codec.binary$Base64#isBase64(java.lang.String):525;0.0
org.apache.commons.codec.binary$Base64#isBase64(byte[]):539;0.0
org.apache.commons.codec.binary$Base64#encodeBase64(byte[]):555;0.0
org.apache.commons.codec.binary$Base64#encodeBase64String(byte[]):570;0.0
org.apache.commons.codec.binary$Base64#encodeBase64URLSafe(byte[]):583;0.0
org.apache.commons.codec.binary$Base64#encodeBase64URLSafeString(byte[]):596;0.0
org.apache.commons.codec.binary$Base64#encodeBase64Chunked(byte[]):607;0.0
org.apache.commons.codec.binary$Base64#encodeBase64(byte[],boolean):622;0.0
org.apache.commons.codec.binary$Base64#encodeBase64(byte[],boolean,boolean):641;0.0
org.apache.commons.codec.binary$Base64#encodeBase64(byte[],boolean,boolean,int):663;0.0
org.apache.commons.codec.binary$Base64#decodeBase64(java.lang.String):693;0.0
org.apache.commons.codec.binary$Base64#decodeBase64(byte[]):707;0.0
org.apache.commons.codec.binary$Base64#decodeInteger(byte[]):722;0.0
org.apache.commons.codec.binary$Base64#encodeInteger(java.math.BigInteger):736;0.0
org.apache.commons.codec.binary$Base64#toIntegerBytes(java.math.BigInteger):750;0.0
org.apache.commons.codec.binary$Base64#isInAlphabet(byte):782;0.0
org.apache.commons.codec.binary$BaseNCodec$Context#BaseNCodec$Context():92;0.0
org.apache.commons.codec.binary$BaseNCodec$Context#toString():103;0.0
org.apache.commons.codec.binary$StringUtils#StringUtils():39;0.0
org.apache.commons.codec.binary$StringUtils#equals(java.lang.CharSequence,java.lang.CharSequence):72;0.0
org.apache.commons.codec.binary$StringUtils#getBytes(java.lang.String,java.nio.charset.Charset):94;0.0
org.apache.commons.codec.binary$StringUtils#getByteBuffer(java.lang.String,java.nio.charset.Charset):111;0.0
org.apache.commons.codec.binary$StringUtils#getByteBufferUtf8(java.lang.String):132;0.0
org.apache.commons.codec.binary$StringUtils#getBytesIso8859_1(java.lang.String):150;0.0
org.apache.commons.codec.binary$StringUtils#getBytesUnchecked(java.lang.String,java.lang.String):174;0.0
org.apache.commons.codec.binary$StringUtils#getBytesUsAscii(java.lang.String):199;0.0
org.apache.commons.codec.binary$StringUtils#getBytesUtf16(java.lang.String):217;0.0
org.apache.commons.codec.binary$StringUtils#getBytesUtf16Be(java.lang.String):235;0.0
org.apache.commons.codec.binary$StringUtils#getBytesUtf16Le(java.lang.String):253;0.0
org.apache.commons.codec.binary$StringUtils#getBytesUtf8(java.lang.String):271;0.0
org.apache.commons.codec.binary$StringUtils#newIllegalStateException(java.lang.String,java.io.UnsupportedEncodingException):276;0.0
org.apache.commons.codec.binary$StringUtils#newString(byte[],java.nio.charset.Charset):292;0.0
org.apache.commons.codec.binary$StringUtils#newString(byte[],java.lang.String):315;0.0
org.apache.commons.codec.binary$StringUtils#newStringIso8859_1(byte[]):338;0.0
org.apache.commons.codec.binary$StringUtils#newStringUsAscii(byte[]):354;0.0
org.apache.commons.codec.binary$StringUtils#newStringUtf16(byte[]):370;0.0
org.apache.commons.codec.binary$StringUtils#newStringUtf16Be(byte[]):386;0.0
org.apache.commons.codec.binary$StringUtils#newStringUtf16Le(byte[]):402;0.0
org.apache.commons.codec.binary$StringUtils#newStringUtf8(byte[]):418;0.0
org.apache.commons.codec$Charsets#Charsets():59;0.0
org.apache.commons.codec$Charsets#toCharset(java.nio.charset.Charset):74;0.0
org.apache.commons.codec$Charsets#toCharset(java.lang.String):87;0.0
org.apache.commons.codec$EncoderException#EncoderException():43;0.0
org.apache.commons.codec$EncoderException#EncoderException(java.lang.String):54;0.0
org.apache.commons.codec$EncoderException#EncoderException(java.lang.String,java.lang.Throwable):73;0.0
org.apache.commons.codec$EncoderException#EncoderException(java.lang.Throwable):87;0.0
org.apache.commons.codec.net$QuotedPrintableCodec#QuotedPrintableCodec():114;0.0
org.apache.commons.codec.net$QuotedPrintableCodec#QuotedPrintableCodec(boolean):125;0.0
org.apache.commons.codec.net$QuotedPrintableCodec#QuotedPrintableCodec(java.nio.charset.Charset):136;0.0
org.apache.commons.codec.net$QuotedPrintableCodec#QuotedPrintableCodec(java.nio.charset.Charset,boolean):148;0.0
org.apache.commons.codec.net$QuotedPrintableCodec#QuotedPrintableCodec(java.lang.String):170;0.0
org.apache.commons.codec.net$QuotedPrintableCodec#encodeQuotedPrintable(int,java.io.ByteArrayOutputStream):183;0.0
org.apache.commons.codec.net$QuotedPrintableCodec#getUnsignedOctet(int,byte[]):202;0.0
org.apache.commons.codec.net$QuotedPrintableCodec#encodeByte(int,boolean,java.io.ByteArrayOutputStream):222;0.0
org.apache.commons.codec.net$QuotedPrintableCodec#isWhitespace(int):237;0.0
org.apache.commons.codec.net$QuotedPrintableCodec#encodeQuotedPrintable(java.util.BitSet,byte[]):253;0.0
org.apache.commons.codec.net$QuotedPrintableCodec#encodeQuotedPrintable(java.util.BitSet,byte[],boolean):273;0.0
org.apache.commons.codec.net$QuotedPrintableCodec#decodeQuotedPrintable(byte[]):352;0.0
org.apache.commons.codec.net$QuotedPrintableCodec#encode(byte[]):391;0.0
org.apache.commons.codec.net$QuotedPrintableCodec#decode(byte[]):409;0.0
org.apache.commons.codec.net$QuotedPrintableCodec#encode(java.lang.String):429;0.0
org.apache.commons.codec.net$QuotedPrintableCodec#decode(java.lang.String,java.nio.charset.Charset):446;0.0
org.apache.commons.codec.net$QuotedPrintableCodec#decode(java.lang.String,java.lang.String):467;0.0
org.apache.commons.codec.net$QuotedPrintableCodec#decode(java.lang.String):486;0.0
org.apache.commons.codec.net$QuotedPrintableCodec#encode(java.lang.Object):501;0.0
org.apache.commons.codec.net$QuotedPrintableCodec#decode(java.lang.Object):527;0.0
org.apache.commons.codec.net$QuotedPrintableCodec#getCharset():547;0.0
org.apache.commons.codec.net$QuotedPrintableCodec#getDefaultCharset():556;0.0
org.apache.commons.codec.net$QuotedPrintableCodec#encode(java.lang.String,java.nio.charset.Charset):574;0.0
org.apache.commons.codec.net$QuotedPrintableCodec#encode(java.lang.String,java.lang.String):596;0.0
org.apache.commons.codec.net$Utils#Utils():30;0.0
org.apache.commons.codec.net$Utils#digit16(byte):43;0.0
org.apache.commons.codec.net$URLCodec#URLCodec():107;0.0
org.apache.commons.codec.net$URLCodec#URLCodec(java.lang.String):116;0.0
org.apache.commons.codec.net$URLCodec#encodeUrl(java.util.BitSet,byte[]):130;0.0
org.apache.commons.codec.net$URLCodec#decodeUrl(byte[]):170;0.0
org.apache.commons.codec.net$URLCodec#encode(byte[]):202;0.0
org.apache.commons.codec.net$URLCodec#decode(byte[]):218;0.0
org.apache.commons.codec.net$URLCodec#encode(java.lang.String,java.lang.String):233;0.0
org.apache.commons.codec.net$URLCodec#encode(java.lang.String):252;0.0
org.apache.commons.codec.net$URLCodec#decode(java.lang.String,java.lang.String):278;0.0
org.apache.commons.codec.net$URLCodec#decode(java.lang.String):297;0.0
org.apache.commons.codec.net$URLCodec#encode(java.lang.Object):318;0.0
org.apache.commons.codec.net$URLCodec#decode(java.lang.Object):343;0.0
org.apache.commons.codec.net$URLCodec#getDefaultCharset():361;0.0
org.apache.commons.codec.net$URLCodec#getEncoding():373;0.0
org.apache.commons.codec.net$QCodec#QCodec():116;0.0
org.apache.commons.codec.net$QCodec#QCodec(java.nio.charset.Charset):129;0.0
org.apache.commons.codec.net$QCodec#QCodec(java.lang.String):144;0.0
org.apache.commons.codec.net$QCodec#getEncoding():149;0.0
org.apache.commons.codec.net$QCodec#doEncoding(byte[]):154;0.0
org.apache.commons.codec.net$QCodec#doDecoding(byte[]):170;0.0
org.apache.commons.codec.net$QCodec#encode(java.lang.String,java.nio.charset.Charset):208;0.0
org.apache.commons.codec.net$QCodec#encode(java.lang.String,java.lang.String):226;0.0
org.apache.commons.codec.net$QCodec#encode(java.lang.String):247;0.0
org.apache.commons.codec.net$QCodec#decode(java.lang.String):265;0.0
org.apache.commons.codec.net$QCodec#encode(java.lang.Object):286;0.0
org.apache.commons.codec.net$QCodec#decode(java.lang.Object):310;0.0
org.apache.commons.codec.net$QCodec#getCharset():328;0.0
org.apache.commons.codec.net$QCodec#getDefaultCharset():337;0.0
org.apache.commons.codec.net$QCodec#isEncodeBlanks():346;0.0
org.apache.commons.codec.net$QCodec#setEncodeBlanks(boolean):356;0.0
org.apache.commons.codec.digest$HmacAlgorithms#HmacAlgorithms(java.lang.String,int,java.lang.String):90;0.0
org.apache.commons.codec.digest$HmacAlgorithms#getName():101;0.0
org.apache.commons.codec.digest$HmacAlgorithms#toString():117;0.0
org.apache.commons.codec.digest$HmacUtils#HmacUtils():889;0.0
org.apache.commons.codec.digest$HmacUtils#HmacUtils(javax.crypto.Mac):894;0.0
org.apache.commons.codec.digest$HmacUtils#HmacUtils(java.lang.String,byte[]):908;0.0
org.apache.commons.codec.digest$HmacUtils#HmacUtils(java.lang.String,java.lang.String):921;0.0
org.apache.commons.codec.digest$HmacUtils#HmacUtils(org.apache.commons.codec.digest.HmacAlgorithms,java.lang.String):934;0.0
org.apache.commons.codec.digest$HmacUtils#HmacUtils(org.apache.commons.codec.digest.HmacAlgorithms,byte[]):947;0.0
org.apache.commons.codec.digest$HmacUtils#isAvailable(java.lang.String):70;0.0
org.apache.commons.codec.digest$HmacUtils#isAvailable(org.apache.commons.codec.digest.HmacAlgorithms):86;0.0
org.apache.commons.codec.digest$HmacUtils#getHmacMd5(byte[]):110;0.0
org.apache.commons.codec.digest$HmacUtils#getHmacSha1(byte[]):130;0.0
org.apache.commons.codec.digest$HmacUtils#getHmacSha256(byte[]):150;0.0
org.apache.commons.codec.digest$HmacUtils#getHmacSha384(byte[]):170;0.0
org.apache.commons.codec.digest$HmacUtils#getHmacSha512(byte[]):190;0.0
org.apache.commons.codec.digest$HmacUtils#getInitializedMac(org.apache.commons.codec.digest.HmacAlgorithms,byte[]):210;0.0
org.apache.commons.codec.digest$HmacUtils#getInitializedMac(java.lang.String,byte[]):231;0.0
org.apache.commons.codec.digest$HmacUtils#hmacMd5(byte[],byte[]):263;0.0
