rank,test
1,org.jsoup.parser.XmlTreeBuilderTest#cdataPreservesWhiteSpace
2,org.jsoup.parser.HtmlParserTest#preservesSpaceInTextArea
3,org.jsoup.parser.TokeniserTest#handleSuperLargeAttributeName
4,org.jsoup.nodes.FormElementTest#adoptedFormsRetainInputs
5,org.jsoup.safety.CleanerTest#cleansInternationalText
6,org.jsoup.parser.HtmlParserTest#handles0CharacterAsText
7,org.jsoup.integration.ConnectTest#canFetchBinaryAsBytes
8,org.jsoup.helper.DataUtilTest#supportsXmlCharsetDeclaration
9,org.jsoup.nodes.ElementTest#insertChildrenArgumentValidation
10,org.jsoup.parser.HtmlParserTest#ignoresDupeEndTrTag
11,org.jsoup.select.CssTest#nthLastChild_advanced
12,org.jsoup.nodes.ElementTest#dataset
13,org.jsoup.parser.XmlTreeBuilderTest#testDoesNotForceSelfClosingKnownTags
14,org.jsoup.parser.HtmlParserTest#parsesQuiteRoughAttributes
15,org.jsoup.parser.CharacterReaderTest#nextIndexOfChar
16,org.jsoup.parser.HtmlParserTest#handlesUnclosedFormattingElements
17,org.jsoup.helper.HttpConnectionTest#ignoresEmptySetCookies
18,org.jsoup.nodes.AttributesTest#html
19,org.jsoup.parser.HtmlParserTest#testSelectWithOption
20,org.jsoup.nodes.EntitiesTest#escapeSupplementaryCharacter
21,org.jsoup.integration.ParseTest#testBaiduVariant
22,org.jsoup.nodes.ElementTest#after
23,org.jsoup.parser.HtmlParserTest#testHgroup
24,org.jsoup.nodes.ElementTest#insertChildrenAtPosition
25,org.jsoup.parser.HtmlParserTest#handlesQuotesInCommentsInScripts
26,org.jsoup.select.ElementsTest#wrapDiv
27,org.jsoup.select.SelectorTest#testNamespacedTag
28,org.jsoup.nodes.FormElementTest#controlsAddedAfterParseAreLinkedWithForms
29,org.jsoup.select.SelectorTest#selectSupplementaryCharacter
30,org.jsoup.nodes.ElementTest#testRemoveAttr
31,org.jsoup.select.SelectorTest#notClass
32,org.jsoup.integration.ConnectTest#fetchURIWithWhitespace
33,org.jsoup.nodes.ElementTest#testHashcodeIsStableWithContentChanges
34,org.jsoup.parser.HtmlParserTest#noImplicitFormForTextAreas
35,org.jsoup.select.ElementsTest#before
36,org.jsoup.safety.CleanerTest#testRelaxed
37,org.jsoup.parser.HtmlParserTest#testSpanContents
38,org.jsoup.select.ElementsTest#wrap
39,org.jsoup.parser.TokeniserTest#handleLargeTitle
40,org.jsoup.safety.CleanerTest#handlesControlCharactersAfterTagName
41,org.jsoup.nodes.ElementTest#testSetText
42,org.jsoup.parser.ParserSettingsTest#attributesCaseNormalization
43,org.jsoup.parser.HtmlParserTest#handlesUnexpectedMarkupInTables
44,org.jsoup.nodes.ElementTest#classNamesAndAttributeNameIsCaseInsensitive
45,org.jsoup.parser.TokeniserTest#handleSuperLargeTagNames
46,org.jsoup.parser.HtmlParserTest#handlesUnknownInlineTags
47,org.jsoup.select.SelectorTest#handlesCommasInSelector
48,org.jsoup.nodes.DocumentTest#testMetaCharsetUpdateIso8859
49,org.jsoup.parser.TokeniserTest#handleLargeCdata
50,org.jsoup.safety.CleanerTest#whitelistedProtocolShouldBeRetained
51,org.jsoup.parser.HtmlParserTest#handlesNullInData
52,org.jsoup.parser.HtmlParserTest#selfClosingOnNonvoidIsError
53,org.jsoup.parser.CharacterReaderTest#matchesAny
54,org.jsoup.nodes.NodeTest#changingAttributeValueShouldReplaceExistingAttributeCaseInsensitive
55,org.jsoup.select.SelectorTest#selectFirstWithOr
56,org.jsoup.nodes.NodeTest#supportsClone
57,org.jsoup.select.CssTest#nthChild_advanced
58,org.jsoup.nodes.ElementTest#moveByAppend
59,org.jsoup.nodes.AttributeTest#settersOnOrphanAttribute
60,org.jsoup.select.ElementsTest#forms
61,org.jsoup.nodes.EntitiesTest#escape
62,org.jsoup.parser.HtmlParserTest#testHtmlLowerCase
63,org.jsoup.select.SelectorTest#notAdjacent
64,org.jsoup.select.ElementsTest#hasClassCaseInsensitive
65,org.jsoup.nodes.DocumentTest#DocumentsWithSameContentAreVerifialbe
66,org.jsoup.safety.CleanerTest#testIsValidDocument
67,org.jsoup.parser.HtmlParserTest#handlesBaseTags
68,org.jsoup.parser.CharacterReaderTest#nextIndexOfString
