name;suspiciousness_value
org.apache.commons.math3.exception$MathIllegalArgumentException#MathIllegalArgumentException(org.apache.commons.math3.exception.util.Localizable,java.lang.Object[]):44;0.0
org.apache.commons.math3.exception$MathIllegalArgumentException#getContext():51;0.0
org.apache.commons.math3.exception$MathIllegalArgumentException#getMessage():57;0.0
org.apache.commons.math3.exception$MathIllegalArgumentException#getLocalizedMessage():63;0.0
org.apache.commons.math3.exception.util$LocalizedFormats#LocalizedFormats(java.lang.String,int,java.lang.String):370;0.0
org.apache.commons.math3.exception.util$LocalizedFormats#getSourceString():376;0.0
org.apache.commons.math3.exception.util$LocalizedFormats#getLocalizedString(java.util.Locale):382;0.0
org.apache.commons.math3.exception.util$ExceptionContext#ExceptionContext(java.lang.Throwable):64;0.0
org.apache.commons.math3.exception.util$ExceptionContext#getThrowable():75;0.0
org.apache.commons.math3.exception.util$ExceptionContext#addMessage(org.apache.commons.math3.exception.util.Localizable,java.lang.Object[]):87;0.0
org.apache.commons.math3.exception.util$ExceptionContext#setValue(java.lang.String,java.lang.Object):100;0.0
org.apache.commons.math3.exception.util$ExceptionContext#getValue(java.lang.String):110;0.0
org.apache.commons.math3.exception.util$ExceptionContext#getKeys():119;0.0
org.apache.commons.math3.exception.util$ExceptionContext#getMessage():128;0.0
org.apache.commons.math3.exception.util$ExceptionContext#getLocalizedMessage():137;0.0
org.apache.commons.math3.exception.util$ExceptionContext#getMessage(java.util.Locale):147;0.0
org.apache.commons.math3.exception.util$ExceptionContext#getMessage(java.util.Locale,java.lang.String):159;0.0
org.apache.commons.math3.exception.util$ExceptionContext#buildMessage(java.util.Locale,java.lang.String):171;0.0
org.apache.commons.math3.exception.util$ExceptionContext#writeObject(java.io.ObjectOutputStream):197;0.0
org.apache.commons.math3.exception.util$ExceptionContext#readObject(java.io.ObjectInputStream):211;0.0
org.apache.commons.math3.exception.util$ExceptionContext#serializeMessages(java.io.ObjectOutputStream):225;0.0
org.apache.commons.math3.exception.util$ExceptionContext#deSerializeMessages(java.io.ObjectInputStream):259;0.0
org.apache.commons.math3.exception.util$ExceptionContext#serializeContext(java.io.ObjectOutputStream):287;0.0
org.apache.commons.math3.exception.util$ExceptionContext#deSerializeContext(java.io.ObjectInputStream):314;0.0
org.apache.commons.math3.exception.util$ExceptionContext#nonSerializableReplacement(java.lang.Object):333;0.0
org.apache.commons.math3.exception.util$ArgUtils#ArgUtils():32;0.0
org.apache.commons.math3.exception.util$ArgUtils#flatten(java.lang.Object[]):42;0.0
org.apache.commons.math3.primes$Primes#Primes():41;0.0
org.apache.commons.math3.primes$Primes#isPrime(int):55;0.0
org.apache.commons.math3.primes$Primes#nextPrime(int):75;0.0
org.apache.commons.math3.primes$Primes#primeFactors(int):120;0.0
org.apache.commons.math3.primes$SmallPrimes#SmallPrimes():74;0.0
org.apache.commons.math3.primes$SmallPrimes#smallTrialDivision(int,java.util.List):84;0.0
org.apache.commons.math3.primes$SmallPrimes#boundedTrialDivision(int,int,java.util.List):101;0.0
org.apache.commons.math3.primes$SmallPrimes#trialDivision(int):129;0.0
org.apache.commons.math3.primes$SmallPrimes#millerRabinPrimeTest(int):150;0.0
org.apache.commons.math3.util$FastMath#FastMath():359;0.0
org.apache.commons.math3.util$FastMath#doubleHighPart(double):371;0.0
org.apache.commons.math3.util$FastMath#sqrt(double):385;0.0
org.apache.commons.math3.util$FastMath#cosh(double):393;0.0
org.apache.commons.math3.util$FastMath#sinh(double):462;0.0
org.apache.commons.math3.util$FastMath#tanh(double):587;0.0
org.apache.commons.math3.util$FastMath#acosh(double):711;0.0
org.apache.commons.math3.util$FastMath#asinh(double):719;0.0
org.apache.commons.math3.util$FastMath#atanh(double):749;0.0
org.apache.commons.math3.util$FastMath#signum(double):780;0.0
org.apache.commons.math3.util$FastMath#signum(float):789;0.0
org.apache.commons.math3.util$FastMath#nextUp(double):797;0.0
org.apache.commons.math3.util$FastMath#nextUp(float):805;0.0
org.apache.commons.math3.util$FastMath#random():813;0.0
org.apache.commons.math3.util$FastMath#exp(double):837;0.0
org.apache.commons.math3.util$FastMath#exp(double,double,double[]):856;0.0
org.apache.commons.math3.util$FastMath#expm1(double):969;0.0
org.apache.commons.math3.util$FastMath#expm1(double,double[]):978;0.0
org.apache.commons.math3.util$FastMath#log(double):1126;0.0
org.apache.commons.math3.util$FastMath#log(double,double[]):1136;0.0
org.apache.commons.math3.util$FastMath#log1p(double):1364;0.0
org.apache.commons.math3.util$FastMath#log10(double):1400;0.0
org.apache.commons.math3.util$FastMath#log(double,double):1434;0.0
org.apache.commons.math3.util$FastMath#pow(double,double):1445;0.0
org.apache.commons.math3.util$FastMath#pow(double,int):1615;0.0
org.apache.commons.math3.util$FastMath#polySine(double):1680;0.0
org.apache.commons.math3.util$FastMath#polyCosine(double):1700;0.0
org.apache.commons.math3.util$FastMath#sinQ(double,double):1719;0.0
org.apache.commons.math3.util$FastMath#cosQ(double,double):1843;0.0
org.apache.commons.math3.util$FastMath#tanQ(double,double,boolean):1863;0.0
org.apache.commons.math3.util$FastMath#reducePayneHanek(double,double[]):2012;0.0
org.apache.commons.math3.util$FastMath#sin(double):2228;0.0
org.apache.commons.math3.util$FastMath#cos(double):2295;0.0
org.apache.commons.math3.util$FastMath#tan(double):2349;0.0
org.apache.commons.math3.util$FastMath#atan(double):2425;0.0
org.apache.commons.math3.util$FastMath#atan(double,double,boolean):2435;0.0
org.apache.commons.math3.util$FastMath#atan2(double,double):2581;0.0
org.apache.commons.math3.util$FastMath#asin(double):2702;0.0
org.apache.commons.math3.util$FastMath#acos(double):2778;0.0
org.apache.commons.math3.util$FastMath#cbrt(double):2861;0.0
org.apache.commons.math3.util$FastMath#toRadians(double):2946;0.0
org.apache.commons.math3.util$FastMath#toDegrees(double):2971;0.0
org.apache.commons.math3.util$FastMath#abs(int):2991;0.0
