rank,test
1,org.apache.commons.lang.StringUtilsEqualsIndexOfTest#testEquals
2,org.apache.commons.lang.math.FractionTest#testFactory_int_int
3,org.apache.commons.lang.mutable.MutableLongTest#testSubtractValuePrimitive
4,org.apache.commons.lang.NumberRangeTest#testIncludesRange
5,org.apache.commons.lang.builder.ToStringStyleTest#testSetContentEnd
6,org.apache.commons.lang.SerializationUtilsTest#testClone
7,org.apache.commons.lang.math.LongRangeTest#testHashCode
8,org.apache.commons.lang.math.DoubleRangeTest#testToString
9,org.apache.commons.lang.oldenum.EnumTest#testBroken3Operation
10,org.apache.commons.lang.enums.EnumTest#testExtended2Map
11,org.apache.commons.lang.oldenum.EnumTest#testGet
12,org.apache.commons.lang.mutable.MutableFloatTest#testIncrement
13,org.apache.commons.lang.CharSetUtilsTest#testSqueeze_StringStringarray
14,org.apache.commons.lang.CharSetTest#testStatics
15,org.apache.commons.lang.builder.CompareToBuilderTest#testReflectionCompare
16,org.apache.commons.lang.text.StrBuilderAppendInsertTest#testAppendWithSeparatorsWithNullText
17,org.apache.commons.lang.builder.EqualsBuilderTest#testIntArrayHiddenByObject
18,org.apache.commons.lang.exception.NestableRuntimeExceptionTestCase#testGetThrowableI
19,org.apache.commons.lang.StringUtilsTest#testReverseDelimitedString_StringString
20,org.apache.commons.lang.math.DoubleRangeTest#testEquals
21,org.apache.commons.lang.math.RandomUtilsTest#testNextDouble
22,org.apache.commons.lang.ValidateTest#testNotEmptyMap1
23,org.apache.commons.lang.UnhandledExceptionTest#testGetCause
24,org.apache.commons.lang.ArrayUtilsTest#testToPrimitive_char
25,org.apache.commons.lang.math.NumberUtilsTest#testStringToIntString
26,org.apache.commons.lang.oldenum.EnumTest#testName
27,org.apache.commons.lang.CharSetTest#testContains_Char
28,org.apache.commons.lang.StringUtilsEqualsIndexOfTest#testIndexOf_String
29,org.apache.commons.lang.builder.ToStringBuilderTest#testConstructorEx3
30,org.apache.commons.lang.text.StrBuilderTest#testDeleteAll_char
31,org.apache.commons.lang.NumberUtilsTest#testPublicNoArgConstructor
32,org.apache.commons.lang.ArrayUtilsTest#testCloneBoolean
33,org.apache.commons.lang.text.StrBuilderTest#testLastIndexOf_String_int
34,org.apache.commons.lang.enums.ValuedEnumTest#testEquals
35,org.apache.commons.lang.EntitiesTest#testTreeIntMap
36,org.apache.commons.lang.math.NumberUtilsTest#testMinimumLong
37,org.apache.commons.lang.SerializationUtilsTest#testException
38,org.apache.commons.lang.BooleanUtilsTest#test_toInteger_boolean
39,org.apache.commons.lang.math.LongRangeTest#testConstructor1a
40,org.apache.commons.lang.oldenum.EnumUtilsTest#testMapEx
41,org.apache.commons.lang.ArrayUtilsTest#testLastIndexOfByte
42,org.apache.commons.lang.mutable.MutableBooleanTest#testHashCode
43,org.apache.commons.lang.ArrayUtilsRemoveTest#testRemoveLongArray
44,org.apache.commons.lang.exception.NestableDelegateTestCase#testNestableDelegateGetMessages
45,org.apache.commons.lang.ArrayUtilsTest#testToMap
46,org.apache.commons.lang.StringUtilsTest#testRemove_String
47,org.apache.commons.lang.ArrayUtilsTest#testSameLengthLong
48,org.apache.commons.lang.builder.HashCodeBuilderTest#testLong
