rank,test
1,org.apache.commons.codec.language.MetaphoneTest#testIsMetaphoneEqualAero
2,org.apache.commons.codec.language.MetaphoneTest#testTCH
3,org.apache.commons.codec.binary.HexTest#testGetCharsetName
4,org.apache.commons.codec.binary.Base64OutputStreamTest#testBase64EmptyOutputStreamMimeChunkSize
5,org.apache.commons.codec.digest.HmacUtilsTest#testInternalNoSuchAlgorithmException
6,org.apache.commons.codec.binary.Base32InputStreamTest#testSkipToEnd
7,org.apache.commons.codec.digest.MessageDigestAlgorithmsTest#testDigestByteBuffer[SHA3-384]
8,org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testCompareNameSameNames_ReturnsFalseSuccessfully
9,org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testEncodeNull
10,org.apache.commons.codec.digest.Sha256CryptTest#testSha2CryptRounds
11,org.apache.commons.codec.language.MetaphoneTest#testIsMetaphoneEqualKnight
12,org.apache.commons.codec.digest.MessageDigestAlgorithmsTest#testAlgorithm[SHA-256]
13,org.apache.commons.codec.net.URLCodecTest#testDecodeInvalidContent
14,org.apache.commons.codec.digest.DigestUtilsTest#testSha512
15,org.apache.commons.codec.language.NysiisTest#testRule6
16,org.apache.commons.codec.language.DoubleMetaphoneTest#testDoubleMetaphone
17,org.apache.commons.codec.language.SoundexTest#testEncodeIgnoreHyphens
18,org.apache.commons.codec.net.QCodecTest#testInvalidEncoding
19,org.apache.commons.codec.digest.MessageDigestAlgorithmsTest#testAlgorithm[SHA3-256]
20,org.apache.commons.codec.language.SoundexTest#testEncodeIgnoreTrimmable
21,org.apache.commons.codec.language.NysiisTest#testRule4Dot2
22,org.apache.commons.codec.language.bm.BeiderMorseEncoderTest#testSpeedCheck3
23,org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testGetEncoding_Null_to_Nothing
24,org.apache.commons.codec.binary.HexTest#testEncodeHexByteString_ByteBufferBoolean_ToUpperCase
25,org.apache.commons.codec.digest.Sha512CryptTest#testSha512CryptWithEmptySalt
26,org.apache.commons.codec.binary.Base64Test#testNonBase64Test
27,org.apache.commons.codec.language.ColognePhoneticTest#testAabjoe
28,org.apache.commons.codec.digest.MessageDigestAlgorithmsTest#testGetMessageDigest[SHA-512]
29,org.apache.commons.codec.digest.HmacAlgorithmsTest#testHmacHexFailByteArray[HmacSHA512]
30,org.apache.commons.codec.digest.HmacAlgorithmsTest#testHmacHexFailString[HmacMD5]
31,org.apache.commons.codec.language.Caverphone2Test#testCaverphoneRevisitedExamples
32,org.apache.commons.codec.binary.Base32InputStreamTest#testSkipBig
33,org.apache.commons.codec.language.DoubleMetaphone2Test#testEncodeEmpty
34,org.apache.commons.codec.language.Caverphone1Test#testCaverphoneRevisitedCommonCodeAT1111
35,org.apache.commons.codec.digest.Apr1CryptTest#testApr1CryptWithoutSalt
36,org.apache.commons.codec.net.QCodecTest#testDecodeStringWithNull
37,org.apache.commons.codec.binary.Base64Test#testCodeInteger4
38,org.apache.commons.codec.binary.Base64Test#testDecodeWithWhitespace
39,org.apache.commons.codec.digest.Sha256CryptTest#testSha256LargetThanBlocksize
40,org.apache.commons.codec.digest.DigestUtilsTest#testInternalNoSuchAlgorithmException
41,org.apache.commons.codec.language.MetaphoneTest#testLocaleIndependence
42,org.apache.commons.codec.binary.Base64InputStreamTest#testBase64InputStreamByChunk
43,org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testCompare_BURNS_BOURNE_SuccessfullyMatched
44,org.apache.commons.codec.language.bm.BeiderMorseEncoderTest#testAllChars
45,org.apache.commons.codec.net.QuotedPrintableCodecTest#testEncodeNull
46,org.apache.commons.codec.digest.DigestUtilsTest#testSha256
47,org.apache.commons.codec.binary.Base64InputStreamTest#testRead0
48,org.apache.commons.codec.binary.BaseNCodecTest#testContainsAlphabetOrPad
49,org.apache.commons.codec.language.bm.PhoneticEngineRegressionTest#testSolrASHKENAZI
50,org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testgetMinRating_10_Returns3_Successfully
51,org.apache.commons.codec.language.MetaphoneTest#testEncodeNull
52,org.apache.commons.codec.net.QCodecTest#testEncodeDecodeNull
53,org.apache.commons.codec.net.BCodecTest#testNullInput
54,org.apache.commons.codec.language.ColognePhoneticTest#testVariationsMeyer
55,org.apache.commons.codec.language.NysiisTest#testEncodeWithInvalidObject
56,org.apache.commons.codec.binary.Base64Test#testKnownDecodings
57,org.apache.commons.codec.language.MetaphoneTest#testIsMetaphoneEqual2
58,org.apache.commons.codec.digest.DigestUtilsTest#testShaUpdateWithByteArray
59,org.apache.commons.codec.language.MetaphoneTest#testExceedLength
60,org.apache.commons.codec.language.NysiisTest#testRule2
61,org.apache.commons.codec.language.Caverphone2Test#testEncodeWithInvalidObject
62,org.apache.commons.codec.binary.HexTest#testEncodeHex_ByteBufferOfZeroes
63,org.apache.commons.codec.language.MetaphoneTest#testWordEndingInMB
64,org.apache.commons.codec.digest.Md5CryptTest#testMd5CryptNullData
65,org.apache.commons.codec.language.DoubleMetaphoneTest#testIsDoubleMetaphoneEqualExtended1
66,org.apache.commons.codec.language.MetaphoneTest#testIsMetaphoneEqualGary
67,org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testAccentRemoval_ComprehensiveAccentMix_AllSuccessfullyRemoved
68,org.apache.commons.codec.language.bm.PhoneticEngineTest#testEncode[Renault-rYnDlt|rYnalt|rYnult|rinDlt|rinalt|rinolt|rinult-ASHKENAZI-APPROX]
69,org.apache.commons.codec.digest.B64Test#testB64T
70,org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testAccentRemoval_AllLower_SuccessfullyRemoved
71,org.apache.commons.codec.language.bm.BeiderMorseEncoderTest#testSpeedCheck2
72,org.apache.commons.codec.language.bm.LanguageGuessingTest#testLanguageGuessing[Sjneijder-dutch-{2}]
73,org.apache.commons.codec.digest.CryptTest#testDefaultCryptVariant
74,org.apache.commons.codec.digest.MessageDigestAlgorithmsTest#testDigestInputStream[MD5]
75,org.apache.commons.codec.digest.MessageDigestAlgorithmsTest#testGetMessageDigest[MD2]
76,org.apache.commons.codec.EncoderExceptionTest#testConstructorThrowable
77,org.apache.commons.codec.digest.MessageDigestAlgorithmsTest#testDigestByteArray[SHA3-512]
78,org.apache.commons.codec.digest.HmacAlgorithmsTest#testGetHmacEmptyKey[HmacSHA384]
79,org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testCompare_MICKY_MICHAEL_SuccessfullyMatched
80,org.apache.commons.codec.digest.HmacAlgorithmsTest#testGetHmacNullKey[HmacMD5]
81,org.apache.commons.codec.language.bm.BeiderMorseEncoderTest#testLocaleIndependence
82,org.apache.commons.codec.digest.MessageDigestAlgorithmsTest#testAlgorithm[SHA3-512]
83,org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testCompare_STEPHEN_STEVEN_SuccessfullyMatched
84,org.apache.commons.codec.language.Caverphone1Test#testEncodeWithInvalidObject
85,org.apache.commons.codec.binary.Base32Test#testBase32Chunked
86,org.apache.commons.codec.language.ColognePhoneticTest#testIsEncodeEquals
87,org.apache.commons.codec.digest.MessageDigestAlgorithmsTest#testDigestFile[SHA3-384]
88,org.apache.commons.codec.language.MetaphoneTest#testTranslateToJOfDGEOrDGIOrDGY
89,org.apache.commons.codec.language.DoubleMetaphoneTest#testIsDoubleMetaphoneNotEqual
90,org.apache.commons.codec.language.MatchRatingApproachEncoderTest#testCompare_Surname_SZLAMAWICZ_SHLAMOVITZ_SuccessfullyMatched
91,org.apache.commons.codec.CharEncodingTest#testConstructor
92,org.apache.commons.codec.digest.HmacAlgorithmsTest#testInitializedMac[HmacSHA256]
